month,quarter,category,brand,is_zoetis,channel,geo_level,geo,true_sales,true_units
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,414566.99,8461
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,West,440403.33,8988
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,National,National,1946548.88,39725
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,833992.86,17020
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1272089.94,25961
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,824856.08,16834
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,809905.02,16529
2025-07,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3740843.9,76344
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,2129661.13,43462
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,3138059.16,64042
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1930434.68,39397
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,2157840.23,44038
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,National,National,9355995.19,190939
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,403183.07,8228
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,South,630466.58,12867
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,383616.36,7829
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,West,431161.31,8799
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,National,National,1848427.32,37723
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,769163.8,15697
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1245370.56,25416
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,796489.52,16255
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,848228.12,17311
2025-08,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3659252.0,74679
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1958881.22,39977
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,3087394.66,63008
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1780468.71,36336
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,2066226.26,42168
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Veterinary,National,National,8892970.84,181489
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,364491.61,7439
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,South,579440.63,11825
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,373110.05,7614
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,Region,West,405288.71,8271
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,Retail,National,National,1722331.01,35150
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,782860.73,15977
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1236847.14,25242
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,740086.98,15104
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,834186.57,17024
2025-09,2025-Q3,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3593981.42,73347
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1717015.8,35041
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2552361.58,52089
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1704308.63,34782
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1781871.49,36365
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,National,National,7755557.51,158277
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,363109.69,7410
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,South,561204.72,11453
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,334193.04,6820
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,West,369441.61,7540
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,National,National,1627949.06,33223
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,736368.95,15028
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1124351.97,22946
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,668174.99,13636
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,798491.4,16296
2025-10,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3327387.32,67906
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1617656.62,33013
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2482435.58,50662
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1533191.58,31290
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1675677.69,34198
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,National,National,7308961.47,149162
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,329040.63,6715
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,South,482043.97,9838
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,314817.86,6425
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,West,336501.19,6867
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,National,National,1462403.66,29845
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,681954.22,13917
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1039581.36,21216
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,649305.44,13251
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,724486.9,14785
2025-11,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3095327.92,63170
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1385789.02,28281
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2239623.26,45707
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1424172.46,29065
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1513926.88,30896
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Veterinary,National,National,6563511.62,133949
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,305564.42,6236
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,South,471213.22,9617
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,291938.42,5958
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,Region,West,320200.3,6535
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,Retail,National,National,1388916.36,28345
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,644072.92,13144
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1004374.21,20497
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,597492.29,12194
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,614243.96,12536
2025-12,2025-Q4,Dermatology,SkinRelief Pro,False,E-commerce,National,National,2860183.39,58371
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1433498.64,29255
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2254226.85,46005
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1296325.8,26456
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1575486.59,32153
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,National,National,6559537.88,133868
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,292554.25,5970
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,South,446820.82,9119
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,271222.31,5535
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,West,300213.08,6127
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,National,National,1310810.46,26751
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,639282.48,13047
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,984206.69,20086
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,599589.94,12237
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,681447.65,13907
2026-01,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,National,National,2904526.76,59276
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1528910.51,31202
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2182438.6,44540
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1403706.05,28647
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1516565.03,30950
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,National,National,6631620.19,135339
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,301579.44,6155
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,South,460633.79,9401
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,292214.96,5964
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,West,329306.31,6721
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,National,National,1383734.49,28239
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,680833.53,13895
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1068892.87,21814
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,635251.02,12964
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,709049.56,14470
2026-02,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3094026.97,63143
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Northeast,1724834.66,35201
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,South,2419287.77,49373
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,Midwest,1540936.26,31448
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,Region,West,1695495.61,34602
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Veterinary,National,National,7380554.3,150624
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Northeast,316830.66,6466
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,South,506281.69,10332
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,Midwest,309563.25,6318
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,Region,West,340116.63,6941
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,Retail,National,National,1472792.24,30057
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Northeast,740001.18,15102
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,South,1194725.36,24382
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,Midwest,701853.45,14324
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,Region,West,781941.38,15958
2026-03,2026-Q1,Dermatology,SkinRelief Pro,False,E-commerce,National,National,3418521.37,69766
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1210777.35,31863
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1755468.05,46197
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1129951.17,29736
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1211755.29,31888
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,National,National,5307951.87,139683
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,655750.16,17257
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,South,985941.51,25946
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,637834.39,16785
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,West,695301.2,18297
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,Retail,National,National,2974827.27,78285
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,383133.96,10082
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,South,603944.76,15893
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,368236.08,9690
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,West,411595.47,10831
2024-04,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,National,National,1766910.26,46498
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1140668.08,30018
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1912827.49,50338
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1158098.39,30476
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1283940.18,33788
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,National,National,5495534.14,144619
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,641592.97,16884
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,South,987075.87,25976
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,625859.39,16470
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,West,718071.51,18897
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,Retail,National,National,2972599.74,78226
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,421439.28,11091
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,South,653412.62,17195
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,415556.85,10936
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,West,444608.3,11700
2024-05,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,National,National,1935017.05,50922
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1344155.54,35373
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,South,2039300.1,53666
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1326610.32,34911
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1383119.73,36398
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Veterinary,National,National,6093185.69,160347
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,715605.8,18832
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,South,1153483.89,30355
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,717997.83,18895
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Retail,Region,West,753840.04,19838
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,Retail,National,National,3340927.56,87919
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,489183.99,12873
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,South,763837.7,20101
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,411067.7,10818
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,Region,West,474649.5,12491
2024-06,2024-Q2,Dermatology,VetSelect Derma,False,E-commerce,National,National,2138738.89,56283
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1323414.3,34827
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,South,2210462.12,58170
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1312171.86,34531
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1418965.02,37341
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,National,National,6265013.3,164869
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,754449.01,19854
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,South,1150547.02,30278
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,704981.81,18552
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,West,790160.86,20794
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,Retail,National,National,3400138.7,89477
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,521052.62,13712
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,South,745460.04,19617
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,486328.71,12798
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,West,521692.71,13729
2024-07,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,National,National,2274534.08,59856
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1295989.89,34105
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,South,2057950.83,54157
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1224916.8,32235
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1385317.81,36456
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,National,National,5964175.32,156952
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,730362.8,19220
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,South,1080793.11,28442
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,711468.48,18723
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,West,704653.06,18544
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,Retail,National,National,3227277.46,84928
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,501408.05,13195
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,South,748689.67,19702
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,487804.87,12837
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,West,524829.74,13811
2024-08,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,National,National,2262732.33,59546
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1261400.66,33195
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1948798.21,51284
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1252134.43,32951
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1308280.16,34428
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Veterinary,National,National,5770613.45,151858
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,706575.92,18594
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,South,1139719.6,29993
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,688464.92,18117
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Retail,Region,West,783333.05,20614
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,Retail,National,National,3318093.49,87318
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,506335.87,13325
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,South,759623.96,19990
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,492116.56,12950
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,Region,West,536608.25,14121
2024-09,2024-Q3,Dermatology,VetSelect Derma,False,E-commerce,National,National,2294684.64,60386
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,1158224.65,30480
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1757087.27,46239
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1104206.23,29058
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1192729.87,31388
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,National,National,5212248.02,137164
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,635039.58,16712
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,South,1035181.37,27242
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,616874.8,16234
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,West,639898.63,16839
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,Retail,National,National,2926994.38,77026
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,464237.98,12217
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,South,706601.58,18595
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,444518.2,11698
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,West,485795.68,12784
2024-10,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,National,National,2101153.44,55294
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,997313.9,26245
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1547661.23,40728
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,1045238.7,27506
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1097745.54,28888
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,National,National,4687959.37,123367
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,613720.01,16151
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,South,926304.38,24376
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,554207.05,14584
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,West,585606.8,15411
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,Retail,National,National,2679838.25,70522
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,444046.84,11685
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,South,686362.71,18062
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,439382.48,11563
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,West,454431.0,11959
2024-11,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,National,National,2024223.03,53269
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,916846.24,24128
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1470933.73,38709
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,932192.78,24531
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1002829.21,26390
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Veterinary,National,National,4322801.96,113758
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,532080.04,14002
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,South,880362.21,23167
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,546646.7,14385
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Retail,Region,West,552937.54,14551
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,Retail,National,National,2512026.48,66106
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,415861.23,10944
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,South,632555.65,16646
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,413413.89,10879
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,Region,West,436565.5,11489
2024-12,2024-Q4,Dermatology,VetSelect Derma,False,E-commerce,National,National,1898396.27,49958
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,925057.45,24344
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1529472.65,40249
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,900345.69,23693
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1050625.96,27648
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,National,National,4405501.75,115934
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Retail,Region,Northeast,556175.28,14636
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Retail,Region,South,816014.01,21474
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Retail,Region,Midwest,522173.21,13741
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Retail,Region,West,567115.68,14924
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,Retail,National,National,2461478.17,64776
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,E-commerce,Region,Northeast,415431.55,10932
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,E-commerce,Region,South,660861.27,17391
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,E-commerce,Region,Midwest,398893.52,10497
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,E-commerce,Region,West,437586.46,11515
2025-01,2025-Q1,Dermatology,VetSelect Derma,False,E-commerce,National,National,1912772.8,50336
2025-02,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,Northeast,934772.83,24599
2025-02,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,South,1481044.19,38975
2025-02,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,Midwest,917557.2,24146
2025-02,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,Region,West,1031848.36,27154
2025-02,2025-Q1,Dermatology,VetSelect Derma,False,Veterinary,National,National,4365222.57,114874
